".","nnGroupCat","Compound","GroupCat","AtomicMassofX","AtomicMassofXprime","AtomicMassofB","AtomicMassofBprime","AtomicMassofA","AtomicMassofAprime","ARENofX","ARENofXprime","ARENofB","ARENofBprime","ARENofA","ARENofAprime","r_XIIofA","r_XIIofAprime","r_VIofBprime","r_VIofB","rofX","rofXprime","CrystalRadiusofA","CrystalRadiusofAprime","CrystalRadiusofBprime","CrystalRadiusofX","CrystalRadiusofXprime","CrystalRadiusofB","IonicRadiiofX","IonicRadiiofXprime","IonicRadiiofB","IonicRadiiofBprime","IonicRadiiofA","IonicRadiiofAprime","IonizationPotentialofX","IonizationPotentialofXprime","IonizationPotentialofB","IonizationPotentialofBprime","IonizationPotentialofA","IonizationPotentialofAprime","PaulingENofX","PaulingENofXprime","PaulingENofB","PaulingENofBprime","PaulingENofA","PaulingENofAprime","ZungerRadiiofX","ZungerRadiiofXprime","ZungerRadiiofB","ZungerRadiiofBprime","ZungerRadiiofA","ZungerRadiiofAprime","BoilingPtofA","BoilingPtofAprime","BoilingPtofB","BoilingPtofX","BoilingPtofXprime","BoilingPtofBprime","CoefficientofLinearThermalExpansionatSpecofA","CoefficientofLinearThermalExpansionatSpecofAprime","CoefficientofLinearThermalExpansionatSpecofB","CoefficientofLinearThermalExpansionatSpecofBprime","DensityatSpecofA","DensityatSpecofAprime","DensityatSpecofB","DensityatSpecofBprime","EnthalpyofFusionofA","EnthalpyofFusionofAprime","EnthalpyofFusionofB","EnthalpyofFusionofBprime","MeltingPtofA","MeltingPtofAprime","MeltingPtofB","MeltingPtofBprime","SpecificHeatCapacityofA","SpecificHeatCapacityofAprime","SpecificHeatCapacityofB","SpecificHeatCapacityofBprime","ThermalHeatConductivityofA","ThermalHeatConductivityofAprime","ThermalHeatConductivityofB","ThermalHeatConductivityofBprime","rA","rB","rX","ToleranceBVP"
3,"16","Ba2InRuO6",16,15.9994,15.9994,114.818,101.07,137.327,137.327,3.5,3.5,1.49,1.42,0.97,0.97,1.738,1.738,0.757,0.948,1.21,1.21,1.49,1.49,0.705,1.26,1.26,0.94,1.4,1.4,0.8,0.57,1.35,1.35,13.61806,13.61806,5.78636,7.3605,5.2117,5.2117,3.44,3.44,1.78,2.2,0.89,0.89,0.285,0.285,0.94,1.145,1.515,1.515,1897,1897,2072,-182.962,-182.962,4150,20.6,20.6,32.1,6.4,3.62,3.62,7.31,12.1,51.8,51.8,28.6,381.8,727,727,156.6,2333,0.205,0.205,0.233,0.238,0.184,0.184,0.816,1.17,1.738,0.8525,1.21,1.010691293
2,"3","Ba2InSbO6",3,15.9994,15.9994,114.818,121.76,137.327,137.327,3.5,3.5,1.49,1.82,0.97,0.97,1.738,1.738,0.799,0.948,1.21,1.21,1.49,1.49,0.74,1.26,1.26,0.94,1.4,1.4,0.8,0.6,1.35,1.35,13.61806,13.61806,5.78636,8.6084,5.2117,5.2117,3.44,3.44,1.78,2.05,0.89,0.89,0.285,0.285,0.94,0.83,1.515,1.515,1897,1897,2072,-182.962,-182.962,1587,20.6,20.6,32.1,11,3.62,3.62,7.31,6.68,51.8,51.8,28.6,162.5,727,727,156.6,630.63,0.205,0.205,0.233,0.207,0.184,0.184,0.816,0.243,1.738,0.8735,1.21,1.000504339
1,"5","Ba2LaBiO6",5,15.9994,15.9994,138.9055,208.98038,137.327,137.327,3.5,3.5,1.08,1.67,0.97,0.97,1.738,1.738,0.917,1.218,1.21,1.21,1.49,1.49,0.9,1.26,1.26,1.172,1.4,1.4,1.03,0.76,1.35,1.35,13.61806,13.61806,5.5769,7.2856,5.2117,5.2117,3.44,3.44,1.1,1.9,0.89,0.89,0.285,0.285,1.375,0.92,1.515,1.515,1897,1897,3464,-182.962,-182.962,1564,20.6,20.6,12.1,13.4,3.62,3.62,6.15,9.79,51.8,51.8,44.6,53.3,727,727,918,271.4,0.205,0.205,0.195,0.122,0.184,0.184,0.134,0.0787,1.738,1.0675,1.21,0.915280259
2,"3","Ba2LaReO6",3,15.9994,15.9994,138.9055,186.207,137.327,137.327,3.5,3.5,1.08,1.46,0.97,0.97,1.738,1.738,0.717,1.218,1.21,1.21,1.49,1.49,0.72,1.26,1.26,1.172,1.4,1.4,1.03,0.58,1.35,1.35,13.61806,13.61806,5.5769,7.8335,5.2117,5.2117,3.44,3.44,1.1,1.9,0.89,0.89,0.285,0.285,1.375,1.19,1.515,1.515,1897,1897,3464,-182.962,-182.962,5596,20.6,20.6,12.1,6.2,3.62,3.62,6.15,20.8,51.8,51.8,44.6,324.5,727,727,918,3186,0.205,0.205,0.195,0.137,0.184,0.184,0.134,0.479,1.738,0.9675,1.21,0.957313796
1,"5","Ba2LaRuO6",5,15.9994,15.9994,138.9055,101.07,137.327,137.327,3.5,3.5,1.08,1.42,0.97,0.97,1.738,1.738,0.757,1.218,1.21,1.21,1.49,1.49,0.705,1.26,1.26,1.172,1.4,1.4,1.03,0.57,1.35,1.35,13.61806,13.61806,5.5769,7.3605,5.2117,5.2117,3.44,3.44,1.1,2.2,0.89,0.89,0.285,0.285,1.375,1.145,1.515,1.515,1897,1897,3464,-182.962,-182.962,4150,20.6,20.6,12.1,6.4,3.62,3.62,6.15,12.1,51.8,51.8,44.6,381.8,727,727,918,2333,0.205,0.205,0.195,0.238,0.184,0.184,0.134,1.17,1.738,0.9875,1.21,0.948601043
1,"5","Ba2LaTaO6",5,15.9994,15.9994,138.9055,180.9479,137.327,137.327,3.5,3.5,1.08,1.33,0.97,0.97,1.738,1.738,0.777,1.218,1.21,1.21,1.49,1.49,0.78,1.26,1.26,1.172,1.4,1.4,1.03,0.64,1.35,1.35,13.61806,13.61806,5.5769,7.5496,5.2117,5.2117,3.44,3.44,1.1,1.5,0.89,0.89,0.285,0.285,1.375,1.28,1.515,1.515,1897,1897,3464,-182.962,-182.962,5458,20.6,20.6,12.1,6.3,3.62,3.62,6.15,16.4,51.8,51.8,44.6,202.1,727,727,918,3007,0.205,0.205,0.195,0.14,0.184,0.184,0.134,0.575,1.738,0.9975,1.21,0.944303869
2,"3","Ba2MgReO6",3,15.9994,15.9994,24.305,186.207,137.327,137.327,3.5,3.5,1.23,1.46,0.97,0.97,1.738,1.738,0.65,0.889,1.21,1.21,1.49,1.49,0.69,1.26,1.26,0.86,1.4,1.4,0.72,0.55,1.35,1.35,13.61806,13.61806,7.64624,7.8335,5.2117,5.2117,3.44,3.44,1.31,1.9,0.89,0.89,0.285,0.285,0.9,1.19,1.515,1.515,1897,1897,1090,-182.962,-182.962,5596,20.6,20.6,24.8,6.2,3.62,3.62,1.74,20.8,51.8,51.8,348.9,324.5,727,727,650,3186,0.205,0.205,1.024,0.137,0.184,0.184,1.56,0.479,1.738,0.7695,1.21,1.053069356
2,"3","Ba2MgWO6",3,15.9994,15.9994,24.305,183.84,137.327,137.327,3.5,3.5,1.23,1.4,0.97,0.97,1.738,1.738,0.71,0.889,1.21,1.21,1.49,1.49,0.74,1.26,1.26,0.86,1.4,1.4,0.72,0.6,1.35,1.35,13.61806,13.61806,7.64624,7.864,5.2117,5.2117,3.44,3.44,1.31,1.7,0.89,0.89,0.285,0.285,0.9,1.22,1.515,1.515,1897,1897,1090,-182.962,-182.962,5555,20.6,20.6,24.8,4.5,3.62,3.62,1.74,19.3,51.8,51.8,348.9,284.5,727,727,650,3414,0.205,0.205,1.024,0.132,0.184,0.184,1.56,1.74,1.738,0.7995,1.21,1.037347993
2,"3","Ba2MnReO6",3,15.9994,15.9994,54.938049,186.207,137.327,137.327,3.5,3.5,1.6,1.46,0.97,0.97,1.738,1.738,0.65,0.986,1.21,1.21,1.49,1.49,0.69,1.26,1.26,0.81,1.4,1.4,0.83,0.55,1.35,1.35,13.61806,13.61806,7.43402,7.8335,5.2117,5.2117,3.44,3.44,1.55,1.9,0.89,0.89,0.285,0.285,0.99,1.19,1.515,1.515,1897,1897,2061,-182.962,-182.962,5596,20.6,20.6,21.7,6.2,3.62,3.62,7.3,20.8,51.8,51.8,235,324.5,727,727,1246,3186,0.205,0.205,0.479,0.137,0.184,0.184,0.0782,0.479,1.738,0.818,1.21,1.027885005
3,"16","Ba2MnRuO6",16,15.9994,15.9994,54.938049,101.07,137.327,137.327,3.5,3.5,1.6,1.42,0.97,0.97,1.738,1.738,0.757,0.806,1.21,1.21,1.49,1.49,0.705,1.26,1.26,0.72,1.4,1.4,0.58,0.57,1.35,1.35,13.61806,13.61806,7.43402,7.3605,5.2117,5.2117,3.44,3.44,1.55,2.2,0.89,0.89,0.285,0.285,0.99,1.145,1.515,1.515,1897,1897,2061,-182.962,-182.962,4150,20.6,20.6,21.7,6.4,3.62,3.62,7.3,12.1,51.8,51.8,235,381.8,727,727,1246,2333,0.205,0.205,0.479,0.238,0.184,0.184,0.0782,1.17,1.738,0.7815,1.21,1.046723972
2,"3","Ba2NiMoO6",3,15.9994,15.9994,58.6934,95.94,137.327,137.327,3.5,3.5,1.75,1.3,0.97,0.97,1.738,1.738,0.7,0.85,1.21,1.21,1.49,1.49,0.73,1.26,1.26,0.83,1.4,1.4,0.69,0.59,1.35,1.35,13.61806,13.61806,7.6398,7.09243,5.2117,5.2117,3.44,3.44,1.91,2.16,0.89,0.89,0.285,0.285,0.96,1.22,1.515,1.515,1897,1897,2913,-182.962,-182.962,4639,20.6,20.6,13.4,4.8,3.62,3.62,8.9,10.2,51.8,51.8,290.3,390.7,727,727,1455,2622,0.205,0.205,0.445,0.251,0.184,0.184,0.907,1.38,1.738,0.775,1.21,1.050151532
3,"16","Ba2NiOsO6",16,15.9994,15.9994,58.6934,190.23,137.327,137.327,3.5,3.5,1.75,1.52,0.97,0.97,1.738,1.738,0.82,0.85,1.21,1.21,1.49,1.49,0.685,1.26,1.26,0.83,1.4,1.4,0.69,0.55,1.35,1.35,13.61806,13.61806,7.6398,8.4382,5.2117,5.2117,3.44,3.44,1.91,2.2,0.89,0.89,0.285,0.285,0.96,1.17,1.515,1.515,1897,1897,2913,-182.962,-182.962,5012,20.6,20.6,13.4,5.1,3.62,3.62,8.9,22.59,51.8,51.8,290.3,304.1,727,727,1455,3033,0.205,0.205,0.445,0.13,0.184,0.184,0.907,0.876,1.738,0.835,1.21,1.01934024
2,"3","Ba2NiReO6",3,15.9994,15.9994,58.6934,186.207,137.327,137.327,3.5,3.5,1.75,1.46,0.97,0.97,1.738,1.738,0.65,0.85,1.21,1.21,1.49,1.49,0.69,1.26,1.26,0.83,1.4,1.4,0.69,0.55,1.35,1.35,13.61806,13.61806,7.6398,7.8335,5.2117,5.2117,3.44,3.44,1.91,1.9,0.89,0.89,0.285,0.285,0.96,1.19,1.515,1.515,1897,1897,2913,-182.962,-182.962,5596,20.6,20.6,13.4,6.2,3.62,3.62,8.9,20.8,51.8,51.8,290.3,324.5,727,727,1455,3186,0.205,0.205,0.445,0.137,0.184,0.184,0.907,0.479,1.738,0.75,1.21,1.063546322
2,"3","Ba2NiWO6",3,15.9994,15.9994,58.6934,183.84,137.327,137.327,3.5,3.5,1.75,1.4,0.97,0.97,1.738,1.738,0.71,0.85,1.21,1.21,1.49,1.49,0.74,1.26,1.26,0.83,1.4,1.4,0.69,0.6,1.35,1.35,13.61806,13.61806,7.6398,7.864,5.2117,5.2117,3.44,3.44,1.91,1.7,0.89,0.89,0.285,0.285,0.96,1.22,1.515,1.515,1897,1897,2913,-182.962,-182.962,5555,20.6,20.6,13.4,4.5,3.62,3.62,8.9,19.3,51.8,51.8,290.3,284.5,727,727,1455,3414,0.205,0.205,0.445,0.132,0.184,0.184,0.907,1.74,1.738,0.78,1.21,1.04751296
2,"3","Ba2ScIrO6",3,15.9994,15.9994,44.95591,192.217,137.327,137.327,3.5,3.5,1.2,1.55,0.97,0.97,1.738,1.738,0.773,0.895,1.21,1.21,1.49,1.49,0.71,1.26,1.26,0.885,1.4,1.4,0.75,0.57,1.35,1.35,13.61806,13.61806,6.5615,8.967,5.2117,5.2117,3.44,3.44,1.36,2.2,0.89,0.89,0.285,0.285,1.22,1.16,1.515,1.515,1897,1897,2836,-182.962,-182.962,4428,20.6,20.6,10.2,6.4,3.62,3.62,2.99,22.5,51.8,51.8,314,213.9,727,727,1541,2446,0.205,0.205,0.567,0.131,0.184,0.184,0.158,1.47,1.738,0.834,1.21,1.019838939
2,"3","Ba2ScSbO6",3,15.9994,15.9994,44.95591,121.76,137.327,137.327,3.5,3.5,1.2,1.82,0.97,0.97,1.738,1.738,0.799,0.895,1.21,1.21,1.49,1.49,0.74,1.26,1.26,0.885,1.4,1.4,0.75,0.6,1.35,1.35,13.61806,13.61806,6.5615,8.6084,5.2117,5.2117,3.44,3.44,1.36,2.05,0.89,0.89,0.285,0.285,1.22,0.83,1.515,1.515,1897,1897,2836,-182.962,-182.962,1587,20.6,20.6,10.2,11,3.62,3.62,2.99,6.68,51.8,51.8,314,162.5,727,727,1541,630.63,0.205,0.205,0.567,0.207,0.184,0.184,0.158,0.243,1.738,0.847,1.21,1.013393676
2,"3","Ba2TlSbO6",3,15.9994,15.9994,204.3833,121.76,137.327,137.327,3.5,3.5,1.44,1.82,0.97,0.97,1.738,1.738,0.799,1.049,1.21,1.21,1.49,1.49,0.74,1.26,1.26,1.025,1.4,1.4,0.89,0.6,1.35,1.35,13.61806,13.61806,6.1082,8.6084,5.2117,5.2117,3.44,3.44,1.8,2.05,0.89,0.89,0.285,0.285,1.015,0.83,1.515,1.515,1897,1897,1473,-182.962,-182.962,1587,20.6,20.6,29.9,11,3.62,3.62,11.8,6.68,51.8,51.8,20.3,162.5,727,727,304,630.63,0.205,0.205,0.129,0.207,0.184,0.184,0.461,0.243,1.738,0.924,1.21,0.976827925
2,"3","Ba2YBiO6",3,15.9994,15.9994,88.90585,208.98038,137.327,137.327,3.5,3.5,1.11,1.67,0.97,0.97,1.738,1.738,0.917,1.065,1.21,1.21,1.49,1.49,0.9,1.26,1.26,1.04,1.4,1.4,0.9,0.76,1.35,1.35,13.61806,13.61806,6.2171,7.2856,5.2117,5.2117,3.44,3.44,1.22,1.9,0.89,0.89,0.285,0.285,1.32,0.92,1.515,1.515,1897,1897,3345,-182.962,-182.962,1564,20.6,20.6,10.6,13.4,3.62,3.62,4.47,9.79,51.8,51.8,128,53.3,727,727,1522,271.4,0.205,0.205,0.298,0.122,0.184,0.184,0.172,0.0787,1.738,0.991,1.21,0.94709259
2,"3","Ba2YIrO6",3,15.9994,15.9994,88.90585,192.217,137.327,137.327,3.5,3.5,1.11,1.55,0.97,0.97,1.738,1.738,0.773,1.065,1.21,1.21,1.49,1.49,0.71,1.26,1.26,1.04,1.4,1.4,0.9,0.57,1.35,1.35,13.61806,13.61806,6.2171,8.967,5.2117,5.2117,3.44,3.44,1.22,2.2,0.89,0.89,0.285,0.285,1.32,1.16,1.515,1.515,1897,1897,3345,-182.962,-182.962,4428,20.6,20.6,10.6,6.4,3.62,3.62,4.47,22.5,51.8,51.8,128,213.9,727,727,1522,2446,0.205,0.205,0.298,0.131,0.184,0.184,0.172,1.47,1.738,0.919,1.21,0.979122025
2,"3","Ba2YMoO6",3,15.9994,15.9994,88.90585,95.94,137.327,137.327,3.5,3.5,1.11,1.3,0.97,0.97,1.738,1.738,0.707,1.065,1.21,1.21,1.49,1.49,0.75,1.26,1.26,1.04,1.4,1.4,0.9,0.61,1.35,1.35,13.61806,13.61806,6.2171,7.09243,5.2117,5.2117,3.44,3.44,1.22,2.16,0.89,0.89,0.285,0.285,1.32,1.22,1.515,1.515,1897,1897,3345,-182.962,-182.962,4639,20.6,20.6,10.6,4.8,3.62,3.62,4.47,10.2,51.8,51.8,128,390.7,727,727,1522,2622,0.205,0.205,0.298,0.251,0.184,0.184,0.172,1.38,1.738,0.886,1.21,0.994537591
2,"3","Ba2YNbO6",3,15.9994,15.9994,88.90585,92.90638,137.327,137.327,3.5,3.5,1.11,1.23,0.97,0.97,1.738,1.738,0.768,1.065,1.21,1.21,1.49,1.49,0.78,1.26,1.26,1.04,1.4,1.4,0.9,0.64,1.35,1.35,13.61806,13.61806,6.2171,6.75885,5.2117,5.2117,3.44,3.44,1.22,1.6,0.89,0.89,0.285,0.285,1.32,1.23,1.515,1.515,1897,1897,3345,-182.962,-182.962,4744,20.6,20.6,10.6,7.3,3.62,3.62,4.47,8.57,51.8,51.8,128,323,727,727,1522,2477,0.205,0.205,0.298,0.265,0.184,0.184,0.172,0.537,1.738,0.9165,1.21,0.980273121
2,"3","Ba2YRuO6",3,15.9994,15.9994,88.90585,101.07,137.327,137.327,3.5,3.5,1.11,1.42,0.97,0.97,1.738,1.738,0.757,1.065,1.21,1.21,1.49,1.49,0.705,1.26,1.26,1.04,1.4,1.4,0.9,0.57,1.35,1.35,13.61806,13.61806,6.2171,7.3605,5.2117,5.2117,3.44,3.44,1.22,2.2,0.89,0.89,0.285,0.285,1.32,1.145,1.515,1.515,1897,1897,3345,-182.962,-182.962,4150,20.6,20.6,10.6,6.4,3.62,3.62,4.47,12.1,51.8,51.8,128,381.8,727,727,1522,2333,0.205,0.205,0.298,0.238,0.184,0.184,0.172,1.17,1.738,0.911,1.21,0.982815083
2,"3","Ba2YSbO6",3,15.9994,15.9994,88.90585,121.76,137.327,137.327,3.5,3.5,1.11,1.82,0.97,0.97,1.738,1.738,0.799,1.065,1.21,1.21,1.49,1.49,0.74,1.26,1.26,1.04,1.4,1.4,0.9,0.6,1.35,1.35,13.61806,13.61806,6.2171,8.6084,5.2117,5.2117,3.44,3.44,1.22,2.05,0.89,0.89,0.285,0.285,1.32,0.83,1.515,1.515,1897,1897,3345,-182.962,-182.962,1587,20.6,20.6,10.6,11,3.62,3.62,4.47,6.68,51.8,51.8,128,162.5,727,727,1522,630.63,0.205,0.205,0.298,0.207,0.184,0.184,0.172,0.243,1.738,0.932,1.21,0.973179641
2,"3","Ba2ZnReO6",3,15.9994,15.9994,65.409,186.207,137.327,137.327,3.5,3.5,1.66,1.46,0.97,0.97,1.738,1.738,0.65,0.9,1.21,1.21,1.49,1.49,0.69,1.26,1.26,0.88,1.4,1.4,0.74,0.55,1.35,1.35,13.61806,13.61806,9.3942,7.8335,5.2117,5.2117,3.44,3.44,1.65,1.9,0.89,0.89,0.285,0.285,0.82,1.19,1.515,1.515,1897,1897,907,-182.962,-182.962,5596,20.6,20.6,30.2,6.2,3.62,3.62,7.14,20.8,51.8,51.8,108.1,324.5,727,727,419.53,3186,0.205,0.205,0.388,0.137,0.184,0.184,1.16,0.479,1.738,0.775,1.21,1.050151532
4,"6","BaMnO3",6,15.9994,15.9994,54.938049,54.938049,137.327,137.327,3.5,3.5,1.6,1.6,0.97,0.97,1.738,1.738,0.693,0.693,1.21,1.21,1.49,1.49,0.67,1.26,1.26,0.67,1.4,1.4,0.53,0.53,1.35,1.35,13.61806,13.61806,7.43402,7.43402,5.2117,5.2117,3.44,3.44,1.55,1.55,0.89,0.89,0.285,0.285,0.99,0.99,1.515,1.515,1897,1897,2061,-182.962,-182.962,2061,20.6,20.6,21.7,21.7,3.62,3.62,7.3,7.3,51.8,51.8,235,235,727,727,1246,1246,0.205,0.205,0.479,0.479,0.184,0.184,0.0782,0.0782,1.738,0.693,1.21,1.095402412
4,"6","BaRuO3",6,15.9994,15.9994,101.07,101.07,137.327,137.327,3.5,3.5,1.42,1.42,0.97,0.97,1.738,1.738,0.774,0.774,1.21,1.21,1.49,1.49,0.76,1.26,1.26,0.76,1.4,1.4,0.62,0.62,1.35,1.35,13.61806,13.61806,7.3605,7.3605,5.2117,5.2117,3.44,3.44,2.2,2.2,0.89,0.89,0.285,0.285,1.145,1.145,1.515,1.515,1897,1897,4150,-182.962,-182.962,4150,20.6,20.6,6.4,6.4,3.62,3.62,12.1,12.1,51.8,51.8,381.8,381.8,727,727,2333,2333,0.205,0.205,0.238,0.238,0.184,0.184,1.17,1.17,1.738,0.774,1.21,1.050680842
2,"3","BaSnO3",3,15.9994,15.9994,118.71,118.71,137.327,137.327,3.5,3.5,1.72,1.72,0.97,0.97,1.738,1.738,0.845,0.845,1.21,1.21,1.49,1.49,0.83,1.26,1.26,0.83,1.4,1.4,0.69,0.69,1.35,1.35,13.61806,13.61806,7.3439,7.3439,5.2117,5.2117,3.44,3.44,1.96,1.96,0.89,0.89,0.285,0.285,0.88,0.88,1.515,1.515,1897,1897,2602,-182.962,-182.962,2602,20.6,20.6,22,22,3.62,3.62,7.26,7.26,51.8,51.8,60.4,60.4,727,727,231.93,231.93,0.205,0.205,0.227,0.227,0.184,0.184,0.666,0.666,1.738,0.845,1.21,1.014379947
2,"3","BaSrCoWO6",3,15.9994,15.9994,58.9332,183.84,137.327,87.62,3.5,3.5,1.7,1.4,0.97,0.99,1.738,1.571,0.71,0.888,1.21,1.21,1.49,1.32,0.74,1.26,1.26,0.79,1.4,1.4,0.65,0.6,1.35,1.18,13.61806,13.61806,7.881,7.864,5.2117,5.6949,3.44,3.44,1.88,1.7,0.89,0.95,0.285,0.285,0.92,1.22,1.515,1.42,1897,1382,2927,-182.962,-182.962,5555,20.6,22.5,13,4.5,3.62,2.64,8.86,19.3,51.8,84.8,272.5,284.5,727,777,1495,3414,0.205,0.306,0.421,0.132,0.184,0.353,1,1.74,1.6545,0.799,1.21,1.008216712
2,"3","BaSrMgWO6",3,15.9994,15.9994,24.305,183.84,137.327,87.62,3.5,3.5,1.23,1.4,0.97,0.99,1.738,1.571,0.71,0.889,1.21,1.21,1.49,1.32,0.74,1.26,1.26,0.86,1.4,1.4,0.72,0.6,1.35,1.18,13.61806,13.61806,7.64624,7.864,5.2117,5.6949,3.44,3.44,1.31,1.7,0.89,0.95,0.285,0.285,0.9,1.22,1.515,1.42,1897,1382,1090,-182.962,-182.962,5555,20.6,22.5,24.8,4.5,3.62,2.64,1.74,19.3,51.8,84.8,348.9,284.5,727,777,650,3414,0.205,0.306,1.024,0.132,0.184,0.353,1.56,1.74,1.6545,0.7995,1.21,1.00796585
2,"3","BaSrNiWO6",3,15.9994,15.9994,58.6934,183.84,137.327,87.62,3.5,3.5,1.75,1.4,0.97,0.99,1.738,1.571,0.71,0.85,1.21,1.21,1.49,1.32,0.74,1.26,1.26,0.83,1.4,1.4,0.69,0.6,1.35,1.18,13.61806,13.61806,7.6398,7.864,5.2117,5.6949,3.44,3.44,1.91,1.7,0.89,0.95,0.285,0.285,0.96,1.22,1.515,1.42,1897,1382,2913,-182.962,-182.962,5555,20.6,22.5,13.4,4.5,3.62,2.64,8.9,19.3,51.8,84.8,290.3,284.5,727,777,1455,3414,0.205,0.306,0.445,0.132,0.184,0.353,0.907,1.74,1.6545,0.78,1.21,1.017842902
1,"5","BiAlO3",5,15.9994,15.9994,26.981538,26.981538,208.98038,208.98038,3.5,3.5,1.47,1.47,1.67,1.67,1.397,1.397,0.666,0.666,1.21,1.21,1.17,1.17,0.675,1.26,1.26,0.675,1.4,1.4,0.54,0.54,1.03,1.03,13.61806,13.61806,5.98577,5.98577,7.2856,7.2856,3.44,3.44,1.61,1.61,1.9,1.9,0.285,0.285,0.77,0.77,0.92,0.92,1564,1564,2519,-182.962,-182.962,2519,13.4,13.4,23.1,23.1,9.79,9.79,2.7,2.7,53.3,53.3,399.9,399.9,271.4,271.4,660.32,660.32,0.122,0.122,0.904,0.904,0.0787,0.0787,2.37,2.37,1.397,0.666,1.21,0.982637195
1,"5","BiCrO3",5,15.9994,15.9994,51.9961,51.9961,208.98038,208.98038,3.5,3.5,1.56,1.56,1.67,1.67,1.397,1.397,0.77,0.77,1.21,1.21,1.17,1.17,0.755,1.26,1.26,0.755,1.4,1.4,0.62,0.62,1.03,1.03,13.61806,13.61806,6.7665,6.7665,7.2856,7.2856,3.44,3.44,1.66,1.66,1.9,1.9,0.285,0.285,1.07,1.07,0.92,0.92,1564,1564,2671,-182.962,-182.962,2671,13.4,13.4,4.9,4.9,9.79,9.79,7.15,7.15,53.3,53.3,404,404,271.4,271.4,1907,1907,0.122,0.122,0.45,0.45,0.0787,0.0787,0.937,0.937,1.397,0.77,1.21,0.931023929
1,"5","BiRhO3",5,15.9994,15.9994,102.9055,102.9055,208.98038,208.98038,3.5,3.5,1.45,1.45,1.67,1.67,1.397,1.397,0.839,0.839,1.21,1.21,1.17,1.17,0.805,1.26,1.26,0.805,1.4,1.4,0.67,0.67,1.03,1.03,13.61806,13.61806,7.4589,7.4589,7.2856,7.2856,3.44,3.44,2.28,2.28,1.9,1.9,0.285,0.285,1.11,1.11,0.92,0.92,1564,1564,3695,-182.962,-182.962,3695,13.4,13.4,8.2,8.2,9.79,9.79,12.4,12.4,53.3,53.3,258.4,258.4,271.4,271.4,1963,1963,0.122,0.122,0.243,0.243,0.0787,0.0787,1.5,1.5,1.397,0.839,1.21,0.899671732
1,"5","Ca2CrNbO6",5,15.9994,15.9994,51.9961,92.90638,40.078,40.078,3.5,3.5,1.56,1.23,1.04,1.04,1.42,1.42,0.768,0.77,1.21,1.21,1.14,1.14,0.78,1.26,1.26,0.755,1.4,1.4,0.62,0.64,1,1,13.61806,13.61806,6.7665,6.75885,6.11316,6.11316,3.44,3.44,1.66,1.6,1,1,0.285,0.285,1.07,1.23,1.32,1.32,1484,1484,2671,-182.962,-182.962,4744,22.3,22.3,4.9,7.3,1.54,1.54,7.15,8.57,213.1,213.1,404,323,842,842,1907,2477,0.646,0.646,0.45,0.265,2,2,0.937,0.537,1.42,0.769,1.21,0.939712397
1,"5","Ca2FeNbO6",5,15.9994,15.9994,55.845,92.90638,40.078,40.078,3.5,3.5,1.64,1.23,1.04,1.04,1.42,1.42,0.768,0.805,1.21,1.21,1.14,1.14,0.78,1.26,1.26,0.69,1.4,1.4,0.55,0.64,1,1,13.61806,13.61806,7.9024,6.75885,6.11316,6.11316,3.44,3.44,1.83,1.6,1,1,0.285,0.285,0.95,1.23,1.32,1.32,1484,1484,2861,-182.962,-182.962,4744,22.3,22.3,11.8,7.3,1.54,1.54,7.87,8.57,213.1,213.1,247.3,323,842,842,1538,2477,0.646,0.646,0.449,0.265,2,2,0.802,0.537,1.42,0.7865,1.21,0.931475499
1,"5","Ca2FeWO6",5,15.9994,15.9994,55.845,183.84,40.078,40.078,3.5,3.5,1.64,1.4,1.04,1.04,1.42,1.42,0.71,0.93,1.21,1.21,1.14,1.14,0.74,1.26,1.26,0.75,1.4,1.4,0.61,0.6,1,1,13.61806,13.61806,7.9024,7.864,6.11316,6.11316,3.44,3.44,1.83,1.7,1,1,0.285,0.285,0.95,1.22,1.32,1.32,1484,1484,2861,-182.962,-182.962,5555,22.3,22.3,11.8,4.5,1.54,1.54,7.87,19.3,213.1,213.1,247.3,284.5,842,842,1538,3414,0.646,0.646,0.449,0.132,2,2,0.802,1.74,1.42,0.82,1.21,0.916103859
1,"5","Ca2MgWO6",5,15.9994,15.9994,24.305,183.84,40.078,40.078,3.5,3.5,1.23,1.4,1.04,1.04,1.42,1.42,0.71,0.889,1.21,1.21,1.14,1.14,0.74,1.26,1.26,0.86,1.4,1.4,0.72,0.6,1,1,13.61806,13.61806,7.64624,7.864,6.11316,6.11316,3.44,3.44,1.31,1.7,1,1,0.285,0.285,0.9,1.22,1.32,1.32,1484,1484,1090,-182.962,-182.962,5555,22.3,22.3,24.8,4.5,1.54,1.54,1.74,19.3,213.1,213.1,348.9,284.5,842,842,650,3414,0.646,0.646,1.024,0.132,2,2,1.56,1.74,1.42,0.7995,1.21,0.925449532
